Date,Close Price
8/16/14 00:00,519.83
8/17/14 00:00,492.95
8/18/14 00:00,460.67
8/19/14 00:00,486.74
8/20/14 00:00,511.93
8/21/14 00:00,516.16
8/22/14 00:00,513.94
8/23/14 00:00,497.22
8/24/14 00:00,508.57
8/25/14 00:00,501.63
8/26/14 00:00,513.47
8/27/14 00:00,510.43
8/28/14 00:00,507.02
8/29/14 00:00,508.42
8/30/14 00:00,501.2
8/31/14 00:00,478.07
9/1/14 00:00,474.13
9/2/14 00:00,475.32
9/3/14 00:00,474.54
9/4/14 00:00,489.09
9/5/14 00:00,480.5
9/6/14 00:00,482.24
9/7/14 00:00,479.48
9/8/14 00:00,472.15
9/9/14 00:00,471.56
9/10/14 00:00,477.53
9/11/14 00:00,476.33
9/12/14 00:00,473.83
9/13/14 00:00,477.09
9/14/14 00:00,474.71
9/15/14 00:00,471.36
9/16/14 00:00,463.74
9/17/14 00:00,454.91
9/18/14 00:00,421.46
9/19/14 00:00,391.94
9/20/14 00:00,406.82
9/21/14 00:00,396.57
9/22/14 00:00,398.89
9/23/14 00:00,435.38
9/24/14 00:00,422.3
9/25/14 00:00,408.8
9/26/14 00:00,401.92
9/27/14 00:00,398.36
9/28/14 00:00,376.2
9/29/14 00:00,374.73
9/30/14 00:00,386.27
10/1/14 00:00,381.33
10/2/14 00:00,371.99
10/3/14 00:00,356.56
10/4/14 00:00,325.49
10/5/14 00:00,319.64
10/6/14 00:00,328.46
10/7/14 00:00,334.09
10/8/14 00:00,352.79
10/9/14 00:00,363.78
10/10/14 00:00,358.69
10/11/14 00:00,359.2
10/12/14 00:00,376.19
10/13/14 00:00,388.38
10/14/14 00:00,398.71
10/15/14 00:00,391.84
10/16/14 00:00,380.08
10/17/14 00:00,380.42
10/18/14 00:00,388.96
10/19/14 00:00,386.59
10/20/14 00:00,379.37
10/21/14 00:00,382.38
10/22/14 00:00,379.1
10/23/14 00:00,355.86
10/24/14 00:00,355.17
10/25/14 00:00,346.11
10/26/14 00:00,351.54
10/27/14 00:00,348.96
10/28/14 00:00,351.9
10/29/14 00:00,333.38
10/30/14 00:00,343.78
10/31/14 00:00,336.8
11/1/14 00:00,325.39
11/2/14 00:00,323.74
11/3/14 00:00,324.23
11/4/14 00:00,328.28
11/5/14 00:00,337.14
11/6/14 00:00,348.23
11/7/14 00:00,341.08
11/8/14 00:00,344.03
11/9/14 00:00,363.31
11/10/14 00:00,365.29
11/11/14 00:00,366.99
11/12/14 00:00,427.24
11/13/14 00:00,417.15
11/14/14 00:00,398.43
11/15/14 00:00,375.13
11/16/14 00:00,388.55
11/17/14 00:00,385.86
11/18/14 00:00,372.38
11/19/14 00:00,377.24
11/20/14 00:00,356.14
11/21/14 00:00,348.86
11/22/14 00:00,352.04
11/23/14 00:00,366.77
11/24/14 00:00,375.24
11/25/14 00:00,375.72
11/26/14 00:00,368.51
11/27/14 00:00,369.14
11/28/14 00:00,375.85
11/29/14 00:00,375.22
11/30/14 00:00,377.09
12/1/14 00:00,378.64
12/2/14 00:00,381.54
12/3/14 00:00,374.97
12/4/14 00:00,369.15
12/5/14 00:00,376.04
12/6/14 00:00,374.02
12/7/14 00:00,374.26
12/8/14 00:00,360.94
12/9/14 00:00,351.27
12/10/14 00:00,344.62
12/11/14 00:00,347.13
12/12/14 00:00,350.94
12/13/14 00:00,347.47
12/14/14 00:00,351.14
12/15/14 00:00,345.1
12/16/14 00:00,326.08
12/17/14 00:00,319.17
12/18/14 00:00,310.75
12/19/14 00:00,317.01
12/20/14 00:00,329.57
12/21/14 00:00,319.24
12/22/14 00:00,330.67
12/23/14 00:00,334.05
12/24/14 00:00,321.88
12/25/14 00:00,318.61
12/26/14 00:00,327.16
12/27/14 00:00,315.17
12/28/14 00:00,316.8
12/29/14 00:00,312.44
12/30/14 00:00,309.87
12/31/14 00:00,319.7
1/1/15 00:00,313.92
1/2/15 00:00,314.59
1/3/15 00:00,279.85
1/4/15 00:00,263.63
1/5/15 00:00,272.95
1/6/15 00:00,285.58
1/7/15 00:00,294.88
1/8/15 00:00,283.25
1/9/15 00:00,288.84
1/10/15 00:00,274.07
1/11/15 00:00,265.37
1/12/15 00:00,267.09
1/13/15 00:00,226.98
1/14/15 00:00,177.28
1/15/15 00:00,210.46
1/16/15 00:00,207.22
1/17/15 00:00,199.62
1/18/15 00:00,209.93
1/19/15 00:00,213.98
1/20/15 00:00,210.48
1/21/15 00:00,225.98
1/22/15 00:00,232.66
1/23/15 00:00,232.97
1/24/15 00:00,247.99
1/25/15 00:00,254.51
1/26/15 00:00,271.95
1/27/15 00:00,262.06
1/28/15 00:00,233.21
1/29/15 00:00,232.4
1/30/15 00:00,226.5
1/31/15 00:00,216.91
2/1/15 00:00,226.4
2/2/15 00:00,237.54
2/3/15 00:00,226.96
2/4/15 00:00,226.73
2/5/15 00:00,216.77
2/6/15 00:00,222.48
2/7/15 00:00,227.33
2/8/15 00:00,222.87
2/9/15 00:00,220.17
2/10/15 00:00,220.08
2/11/15 00:00,219.49
2/12/15 00:00,221.85
2/13/15 00:00,235.79
2/14/15 00:00,257.47
2/15/15 00:00,234.33
2/16/15 00:00,233.56
2/17/15 00:00,243.6
2/18/15 00:00,236.21
2/19/15 00:00,239.83
2/20/15 00:00,243.78
2/21/15 00:00,244.26
2/22/15 00:00,235.53
2/23/15 00:00,238.08
2/24/15 00:00,238.76
2/25/15 00:00,237.25
2/26/15 00:00,236.1
2/27/15 00:00,252.51
2/28/15 00:00,253.53
3/1/15 00:00,258.74
3/2/15 00:00,271.35
3/3/15 00:00,281.45
3/4/15 00:00,271.92
3/5/15 00:00,274.86
3/6/15 00:00,272.21
3/7/15 00:00,275.89
3/8/15 00:00,274.48
3/9/15 00:00,288.52
3/10/15 00:00,290.51
3/11/15 00:00,295.83
3/12/15 00:00,293.87
3/13/15 00:00,284.28
3/14/15 00:00,281.36
3/15/15 00:00,285.34
3/16/15 00:00,290.38
3/17/15 00:00,284.46
3/18/15 00:00,255.37
3/19/15 00:00,259.74
3/20/15 00:00,260.84
3/21/15 00:00,259.62
3/22/15 00:00,267.8
3/23/15 00:00,265.94
3/24/15 00:00,245.44
3/25/15 00:00,246.13
3/26/15 00:00,247.65
3/27/15 00:00,246.58
3/28/15 00:00,252.25
3/29/15 00:00,242.02
3/30/15 00:00,246.85
3/31/15 00:00,243.39
4/1/15 00:00,246.55
4/2/15 00:00,252.26
4/3/15 00:00,253.54
4/4/15 00:00,253.12
4/5/15 00:00,259.95
4/6/15 00:00,254.52
4/7/15 00:00,252.8
4/8/15 00:00,244.36
4/9/15 00:00,243.26
4/10/15 00:00,235.22
4/11/15 00:00,236.12
4/12/15 00:00,235.64
4/13/15 00:00,223.41
4/14/15 00:00,218.27
4/15/15 00:00,223.57
4/16/15 00:00,228.11
4/17/15 00:00,222.23
4/18/15 00:00,222.84
4/19/15 00:00,221.69
4/20/15 00:00,224.31
4/21/15 00:00,235.81
4/22/15 00:00,233.92
4/23/15 00:00,235.56
4/24/15 00:00,230.79
4/25/15 00:00,225.85
4/26/15 00:00,218.81
4/27/15 00:00,228.5
4/28/15 00:00,225.68
4/29/15 00:00,225.98
4/30/15 00:00,236.57
5/1/15 00:00,232.12
5/2/15 00:00,234.9
5/3/15 00:00,240.12
5/4/15 00:00,238.77
5/5/15 00:00,236.55
5/6/15 00:00,230.05
5/7/15 00:00,237.78
5/8/15 00:00,243.39
5/9/15 00:00,240.48
5/10/15 00:00,239.63
5/11/15 00:00,241.85
5/12/15 00:00,240.99
5/13/15 00:00,235.8
5/14/15 00:00,236.74
5/15/15 00:00,237.31
5/16/15 00:00,235.73
5/17/15 00:00,236.1
5/18/15 00:00,232.87
5/19/15 00:00,231.94
5/20/15 00:00,234.25
5/21/15 00:00,235.3
5/22/15 00:00,240.52
5/23/15 00:00,239.03
5/24/15 00:00,241.19
5/25/15 00:00,237.49
5/26/15 00:00,237.33
5/27/15 00:00,237.18
5/28/15 00:00,237.47
5/29/15 00:00,237.1
5/30/15 00:00,233.29
5/31/15 00:00,230
6/1/15 00:00,223.31
6/2/15 00:00,225.75
6/3/15 00:00,225.65
6/4/15 00:00,224.37
6/5/15 00:00,225.04
6/6/15 00:00,225.68
6/7/15 00:00,223.39
6/8/15 00:00,228.65
6/9/15 00:00,229.33
6/10/15 00:00,228.95
6/11/15 00:00,230.02
6/12/15 00:00,230.2
6/13/15 00:00,232.75
6/14/15 00:00,233.85
6/15/15 00:00,237.31
6/16/15 00:00,250.9
6/17/15 00:00,249.17
6/18/15 00:00,248.87
6/19/15 00:00,243.55
6/20/15 00:00,245.26
6/21/15 00:00,244.01
6/22/15 00:00,246.77
6/23/15 00:00,243.99
6/24/15 00:00,240.22
6/25/15 00:00,242.42
6/26/15 00:00,242.64
6/27/15 00:00,250.71
6/28/15 00:00,248.07
6/29/15 00:00,256.49
6/30/15 00:00,262.48
7/1/15 00:00,257.66
7/2/15 00:00,254.35
7/3/15 00:00,255.6
7/4/15 00:00,260.35
7/5/15 00:00,271.02
7/6/15 00:00,268.49
7/7/15 00:00,264.96
7/8/15 00:00,269.65
7/9/15 00:00,268.11
7/10/15 00:00,283.88
7/11/15 00:00,291.69
7/12/15 00:00,309.98
7/13/15 00:00,290.88
7/14/15 00:00,286.19
7/15/15 00:00,283.82
7/16/15 00:00,277.83
7/17/15 00:00,278.49
7/18/15 00:00,274.49
7/19/15 00:00,272.49
7/20/15 00:00,278.41
7/21/15 00:00,275.1
7/22/15 00:00,276.62
7/23/15 00:00,275.63
7/24/15 00:00,287.97
7/25/15 00:00,288.13
7/26/15 00:00,291.64
7/27/15 00:00,292.73
7/28/15 00:00,293.79
7/29/15 00:00,288.77
7/30/15 00:00,287.29
7/31/15 00:00,283.94
8/1/15 00:00,280.04
8/2/15 00:00,281.65
8/3/15 00:00,280.48
8/4/15 00:00,284.5
8/5/15 00:00,281.38
8/6/15 00:00,278.25
8/7/15 00:00,279.03
8/8/15 00:00,260.2
8/9/15 00:00,264.44
8/10/15 00:00,263.76
8/11/15 00:00,270.92
8/12/15 00:00,265.64
8/13/15 00:00,263.34
8/14/15 00:00,264.87
8/15/15 00:00,260.73
8/16/15 00:00,257.67
8/17/15 00:00,256.98
8/18/15 00:00,219
8/19/15 00:00,225.39
8/20/15 00:00,234.69
8/21/15 00:00,231.94
8/22/15 00:00,229.74
8/23/15 00:00,227.59
8/24/15 00:00,209.13
8/25/15 00:00,221.71
8/26/15 00:00,225.38
8/27/15 00:00,224.26
8/28/15 00:00,230.98
8/29/15 00:00,229.76
8/30/15 00:00,228.61
8/31/15 00:00,230.02
9/1/15 00:00,227.35
9/2/15 00:00,228.86
9/3/15 00:00,226.76
9/4/15 00:00,230.09
9/5/15 00:00,234.68
9/6/15 00:00,239.44
9/7/15 00:00,240.02
9/8/15 00:00,243.55
9/9/15 00:00,238.29
9/10/15 00:00,238.59
9/11/15 00:00,240.08
9/12/15 00:00,234.82
9/13/15 00:00,230.33
9/14/15 00:00,230.24
9/15/15 00:00,229.92
9/16/15 00:00,228.8
9/17/15 00:00,232.79
9/18/15 00:00,232.72
9/19/15 00:00,231.24
9/20/15 00:00,230.86
9/21/15 00:00,226.61
9/22/15 00:00,230.52
9/23/15 00:00,229.96
9/24/15 00:00,234.28
9/25/15 00:00,234.84
9/26/15 00:00,234.21
9/27/15 00:00,232.85
9/28/15 00:00,239.34
9/29/15 00:00,236.62
9/30/15 00:00,236.25
10/1/15 00:00,237.57
10/2/15 00:00,237.4
10/3/15 00:00,239.09
10/4/15 00:00,238.69
10/5/15 00:00,240.59
10/6/15 00:00,246.42
10/7/15 00:00,243.27
10/8/15 00:00,242.69
10/9/15 00:00,244.32
10/10/15 00:00,245.33
10/11/15 00:00,247.53
10/12/15 00:00,245.59
10/13/15 00:00,249.94
10/14/15 00:00,252.59
10/15/15 00:00,254.81
10/16/15 00:00,262.94
10/17/15 00:00,271.2
10/18/15 00:00,262.9
10/19/15 00:00,264.42
10/20/15 00:00,270.22
10/21/15 00:00,267.33
10/22/15 00:00,274.41
10/23/15 00:00,277.46
10/24/15 00:00,282.66
10/25/15 00:00,283.07
10/26/15 00:00,286.13
10/27/15 00:00,294.4
10/28/15 00:00,303.89
10/29/15 00:00,313.59
10/30/15 00:00,326
10/31/15 00:00,312.43
11/1/15 00:00,325.08
11/2/15 00:00,359.35
11/3/15 00:00,400.71
11/4/15 00:00,408.74
11/5/15 00:00,387.51
11/6/15 00:00,374.95
11/7/15 00:00,384.8
11/8/15 00:00,373.49
11/9/15 00:00,380.04
11/10/15 00:00,337.93
11/11/15 00:00,312.58
11/12/15 00:00,336.86
11/13/15 00:00,337.29
11/14/15 00:00,333.55
11/15/15 00:00,319.93
11/16/15 00:00,331.59
11/17/15 00:00,335.77
11/18/15 00:00,334.97
11/19/15 00:00,326.31
11/20/15 00:00,321.99
11/21/15 00:00,327.17
11/22/15 00:00,324.34
11/23/15 00:00,323.26
11/24/15 00:00,320.16
11/25/15 00:00,328.98
11/26/15 00:00,353.3
11/27/15 00:00,358.18
11/28/15 00:00,357.66
11/29/15 00:00,371.86
11/30/15 00:00,376.91
12/1/15 00:00,362.73
12/2/15 00:00,359.43
12/3/15 00:00,361.31
12/4/15 00:00,363.48
12/5/15 00:00,388.86
12/6/15 00:00,388.46
12/7/15 00:00,395.86
12/8/15 00:00,418.14
12/9/15 00:00,418.04
12/10/15 00:00,415.25
12/11/15 00:00,453.9
12/12/15 00:00,435.9
12/13/15 00:00,433.54
12/14/15 00:00,443.84
12/15/15 00:00,465.5
12/16/15 00:00,455.37
12/17/15 00:00,455.99
12/18/15 00:00,463.84
12/19/15 00:00,462.23
12/20/15 00:00,442.5
12/21/15 00:00,437.76
12/22/15 00:00,435.5
12/23/15 00:00,442.84
12/24/15 00:00,454.85
12/25/15 00:00,455.31
12/26/15 00:00,417.22
12/27/15 00:00,422.52
12/28/15 00:00,421.26
12/29/15 00:00,432.62
12/30/15 00:00,426.14
12/31/15 00:00,430.05
1/1/16 00:00,434.46
1/2/16 00:00,433.59
1/3/16 00:00,430.36
1/4/16 00:00,433.49
1/5/16 00:00,432.25
1/6/16 00:00,429.46
1/7/16 00:00,458.28
1/8/16 00:00,453.37
1/9/16 00:00,449.14
1/10/16 00:00,448.96
1/11/16 00:00,448.38
1/12/16 00:00,432.88
1/13/16 00:00,432.04
1/14/16 00:00,429.73
1/15/16 00:00,358.77
1/16/16 00:00,387.66
1/17/16 00:00,380.21
1/18/16 00:00,385.84
1/19/16 00:00,377.74
1/20/16 00:00,418.74
1/21/16 00:00,409.94
1/22/16 00:00,381.76
1/23/16 00:00,386.19
1/24/16 00:00,402.61
1/25/16 00:00,390.66
1/26/16 00:00,391.43
1/27/16 00:00,394.63
1/28/16 00:00,379.38
1/29/16 00:00,378.2
1/30/16 00:00,376.94
1/31/16 00:00,367.13
2/1/16 00:00,371.25
2/2/16 00:00,372.88
2/3/16 00:00,368.93
2/4/16 00:00,388.61
2/5/16 00:00,385.34
2/6/16 00:00,375.4
2/7/16 00:00,375.28
2/8/16 00:00,371.1
2/9/16 00:00,373.32
2/10/16 00:00,379.96
2/11/16 00:00,377.72
2/12/16 00:00,383.13
2/13/16 00:00,392.18
2/14/16 00:00,406.74
2/15/16 00:00,399.48
2/16/16 00:00,407.36
2/17/16 00:00,415.56
2/18/16 00:00,421.64
2/19/16 00:00,420.33
2/20/16 00:00,436.52
2/21/16 00:00,438.98
2/22/16 00:00,438.07
2/23/16 00:00,419.98
2/24/16 00:00,424.36
2/25/16 00:00,423.52
2/26/16 00:00,432.06
2/27/16 00:00,432.14
2/28/16 00:00,432.64
2/29/16 00:00,436.61
3/1/16 00:00,433.64
3/2/16 00:00,421.6
3/3/16 00:00,419.47
3/4/16 00:00,407.98
3/5/16 00:00,397.83
3/6/16 00:00,404.55
3/7/16 00:00,412.98
3/8/16 00:00,411.76
3/9/16 00:00,412.62
3/10/16 00:00,416.16
3/11/16 00:00,419.89
3/12/16 00:00,410.13
3/13/16 00:00,412.29
3/14/16 00:00,415.09
3/15/16 00:00,415.38
3/16/16 00:00,416.25
3/17/16 00:00,418.45
3/18/16 00:00,408.04
3/19/16 00:00,408.52
3/20/16 00:00,410.75
3/21/16 00:00,411.42
3/22/16 00:00,416.93
3/23/16 00:00,417.39
3/24/16 00:00,414.34
3/25/16 00:00,415.69
3/26/16 00:00,416.73
3/27/16 00:00,425.38
3/28/16 00:00,422.76
3/29/16 00:00,415.55
3/30/16 00:00,412.69
3/31/16 00:00,415.16
4/1/16 00:00,417.01
4/2/16 00:00,419.69
4/3/16 00:00,419.38
4/4/16 00:00,419.42
4/5/16 00:00,422.65
4/6/16 00:00,421.7
4/7/16 00:00,421.2
4/8/16 00:00,418.09
4/9/16 00:00,418.42
4/10/16 00:00,421.11
4/11/16 00:00,422.99
4/12/16 00:00,425.99
4/13/16 00:00,424.4
4/14/16 00:00,425.11
4/15/16 00:00,429.98
4/16/16 00:00,430.84
4/17/16 00:00,427.86
4/18/16 00:00,429.05
4/19/16 00:00,436.1
4/20/16 00:00,442.16
4/21/16 00:00,451.1
4/22/16 00:00,447.64
4/23/16 00:00,452.58
4/24/16 00:00,460.33
4/25/16 00:00,462.51
4/26/16 00:00,467.8
4/27/16 00:00,445.01
4/28/16 00:00,449.86
4/29/16 00:00,456.35
4/30/16 00:00,449.33
5/1/16 00:00,453.04
5/2/16 00:00,444.51
5/3/16 00:00,450.27
5/4/16 00:00,446.96
5/5/16 00:00,448.53
5/6/16 00:00,460.37
5/7/16 00:00,459.46
5/8/16 00:00,459.44
5/9/16 00:00,461.49
5/10/16 00:00,450.99
5/11/16 00:00,452.11
5/12/16 00:00,454.82
5/13/16 00:00,455.73
5/14/16 00:00,455.75
5/15/16 00:00,457.85
5/16/16 00:00,453.41
5/17/16 00:00,452.75
5/18/16 00:00,453.38
5/19/16 00:00,436.73
5/20/16 00:00,442.95
5/21/16 00:00,443.13
5/22/16 00:00,438.77
5/23/16 00:00,443.73
5/24/16 00:00,445.13
5/25/16 00:00,449.23
5/26/16 00:00,453.82
5/27/16 00:00,473.47
5/28/16 00:00,525.43
5/29/16 00:00,524.08
5/30/16 00:00,532.59
5/31/16 00:00,531.8
6/1/16 00:00,536.42
6/2/16 00:00,538.14
6/3/16 00:00,570.47
6/4/16 00:00,573.45
6/5/16 00:00,574.11
6/6/16 00:00,585.53
6/7/16 00:00,577.86
6/8/16 00:00,583.1
6/9/16 00:00,576.45
6/10/16 00:00,579.13
6/11/16 00:00,611.78
6/12/16 00:00,675.34
6/13/16 00:00,705.62
6/14/16 00:00,685.99
6/15/16 00:00,696.32
6/16/16 00:00,768.24
6/17/16 00:00,747.55
6/18/16 00:00,755.68
6/19/16 00:00,764.04
6/20/16 00:00,727.95
6/21/16 00:00,665.88
6/22/16 00:00,602.89
6/23/16 00:00,625.49
6/24/16 00:00,665.16
6/25/16 00:00,665.33
6/26/16 00:00,630.25
6/27/16 00:00,658.4
6/28/16 00:00,646.3
6/29/16 00:00,639.08
6/30/16 00:00,672.48
7/1/16 00:00,676.52
7/2/16 00:00,703.69
7/3/16 00:00,659.69
7/4/16 00:00,681.63
7/5/16 00:00,668.09
7/6/16 00:00,676.11
7/7/16 00:00,639.76
7/8/16 00:00,664.74
7/9/16 00:00,650.63
7/10/16 00:00,649.96
7/11/16 00:00,649.03
7/12/16 00:00,664.84
7/13/16 00:00,653.93
7/14/16 00:00,659.64
7/15/16 00:00,664.88
7/16/16 00:00,663.54
7/17/16 00:00,679.05
7/18/16 00:00,673.59
7/19/16 00:00,673.84
7/20/16 00:00,666.18
7/21/16 00:00,665.1
7/22/16 00:00,650.82
7/23/16 00:00,654.86
7/24/16 00:00,661.05
7/25/16 00:00,655.13
7/26/16 00:00,651.08
7/27/16 00:00,655.44
7/28/16 00:00,655.63
7/29/16 00:00,656.67
7/30/16 00:00,654.98
7/31/16 00:00,625.88
8/1/16 00:00,607.37
8/2/16 00:00,552.82
8/3/16 00:00,565.26
8/4/16 00:00,578.32
8/5/16 00:00,574.96
8/6/16 00:00,588.42
8/7/16 00:00,592.78
8/8/16 00:00,590.62
8/9/16 00:00,584.76
8/10/16 00:00,592.89
8/11/16 00:00,586.52
8/12/16 00:00,586.03
8/13/16 00:00,585.08
8/14/16 00:00,571.44
8/15/16 00:00,567.2
8/16/16 00:00,576.25
8/17/16 00:00,571.74
8/18/16 00:00,572.5
8/19/16 00:00,573.66
8/20/16 00:00,580.7
8/21/16 00:00,580.69
8/22/16 00:00,584.73
8/23/16 00:00,581.28
8/24/16 00:00,577.99
8/25/16 00:00,575.73
8/26/16 00:00,578.16
8/27/16 00:00,568.67
8/28/16 00:00,573.55
8/29/16 00:00,572.36
8/30/16 00:00,576
8/31/16 00:00,572.33
9/1/16 00:00,571.69
9/2/16 00:00,574.15
9/3/16 00:00,598.38
9/4/16 00:00,608.92
9/5/16 00:00,606.03
9/6/16 00:00,611.07
9/7/16 00:00,614.79
9/8/16 00:00,624.95
9/9/16 00:00,621.8
9/10/16 00:00,622.21
9/11/16 00:00,605.81
9/12/16 00:00,606.31
9/13/16 00:00,606.92
9/14/16 00:00,608.22
9/15/16 00:00,605.21
9/16/16 00:00,606.33
9/17/16 00:00,605.29
9/18/16 00:00,608.7
9/19/16 00:00,608.53
9/20/16 00:00,599.47
9/21/16 00:00,595.8
9/22/16 00:00,595.03
9/23/16 00:00,601.71
9/24/16 00:00,601.34
9/25/16 00:00,599.18
9/26/16 00:00,606.81
9/27/16 00:00,604.76
9/28/16 00:00,603.52
9/29/16 00:00,605.06
9/30/16 00:00,608.44
10/1/16 00:00,613.93
10/2/16 00:00,610.29
10/3/16 00:00,612.34
10/4/16 00:00,609.37
10/5/16 00:00,610.88
10/6/16 00:00,610.9
10/7/16 00:00,616.49
10/8/16 00:00,616.6
10/9/16 00:00,614.62
10/10/16 00:00,617.42
10/11/16 00:00,639.37
